"","year","gfdl_pdo","ipsl_pdo","had_pdo","ensMeanPDO","recDev_GFDL","recDev_HAD","recDev_IPSL","recDev_EMEAN"
"37",2012,0.623707411583753,-0.31681767616396,-0.0571749220792568,0.0832382711135122,0.487427342152703,-0.0446822016049392,-0.247593013922135,0.0650507088752098
"38",2013,-2.31884831217838,-0.0664053211210616,1.20451835249025,-0.393578426936397,-1.8121799559674,0.94133109247113,-0.0518957584561097,-0.307581540650794
"39",2014,-0.893268938628737,-1.27633459404582,-0.270712083128995,-0.813438538601185,-0.698089675538358,-0.21156149296531,-0.997455485246811,-0.635702217916826
"40",2015,0.542852728692788,-3.6895331196209,0.315729895745613,-0.943650165060834,0.424239407473414,0.246742913525197,-2.88337013298373,-0.737462603995041
"41",2016,1.0066817681735,-0.134199715039014,1.14316341115822,0.671881821430899,0.786721801827587,0.893382205820145,-0.104877077302989,0.525075643448248
"42",2017,-0.508141525779057,1.70637133128034,2.35683023302614,1.18502001284247,-0.397112602396333,1.84186282710993,1.33352919539558,0.926093140036393
"43",2018,-0.459762383634562,-0.353851224446208,0.732699998289459,-0.0269712032637701,-0.35930430281041,0.572605048663212,-0.276534731904711,-0.0210779953506363
"44",2019,-2.93876226045014,-0.150167941382507,0.43162523603785,-0.885768321931599,-2.29664270654178,0.33731512196358,-0.117356246190429,-0.692227943589545
"45",2020,-2.45137132165825,-2.59697195449941,-0.781861914019505,-1.94340173005905,-1.91574668787592,-0.611025085806243,-2.02953358244129,-1.51876845204115
"46",2021,1.61746936424367,-2.56542584065075,-0.189483922567422,-0.379146799658166,1.26405230815643,-0.14808168548644,-2.00488029446856,-0.296303223932856
"47",2022,2.94013702089603,-0.108101144289357,-0.299907532763437,0.844042781281077,2.29771708183024,-0.234377736854626,-0.0844810442621325,0.659619433571162
"48",2023,0.977558040879752,-0.0589759143147798,0.162827833214584,0.360469986593185,0.763961608947526,0.127249951657197,-0.0460896770370004,0.281707294522574
"49",2024,0.739684112317157,-0.648670395816084,0.98635144417159,0.359121720224221,0.578063133775858,0.770833653620098,-0.506935914330269,0.280653624355229
"50",2025,1.98016574407891,0.973044558562782,0.210893987796095,1.05470143014593,1.54749952899766,0.164813651462648,0.760434322516814,0.824249167659042
"51",2026,3.42503373301376,0.214560009697626,-0.602644957587016,1.01231626170812,2.67666386235025,-0.470967034354253,0.167678647578695,0.791125158524897
"52",2027,0.622136384738664,-0.26413313508574,-1.37348005233353,-0.338492267560201,0.486199584673266,-1.07337466089865,-0.206420045069506,-0.264531707098297
"53",2028,-0.989090830942961,-2.59906491383124,0.502963406287881,-1.02839744616211,-0.772974484381924,0.393065902013979,-2.03116923015911,-0.803692604175686
"54",2029,1.30799945156042,-1.44596435219212,2.13575025037406,0.665928449914122,1.02220157139447,1.66908882066733,-1.13002114123814,0.520423083607886
"55",2030,0.895984337007093,-0.812234574455395,2.39643421076596,0.826727991105888,0.700211759371043,1.8728133357136,-0.634761319936891,0.646087925049251
"56",2031,-1.03892505049627,1.60032215362087,1.69219165564109,0.7511962529219,-0.811919926962834,1.32244777888352,1.25065176305471,0.587059871658465
"57",2032,0.674457485075576,1.33330267205195,-0.920754985112527,0.362335057338333,0.527088524586563,-0.71957002086544,1.0419760382086,0.283164847309907
"58",2033,-2.48147564326161,1.61980541181568,1.62571753817652,0.254682435576864,-1.93927321520895,1.27049825608495,1.26587792933395,0.199034323403319
"59",2034,-2.98957940713664,-0.543098849714394,0.804791004106482,-0.909295750914849,-2.33635630667728,0.628944169709216,-0.424431751051799,-0.710614629339955
"60",2035,-0.782056264736941,-0.236264824187808,-0.387126083302432,-0.468482390742394,-0.611176970891919,-0.302539034100851,-0.184640960102772,-0.366118988365181
"61",2036,-1.10827017218631,1.92618495437363,-1.28416152901369,-0.15541558227546,-0.866113139563605,-1.0035722349242,1.50531354184299,-0.121457277548272
"62",2037,-1.67038559141373,1.34793846845442,-2.10804879510821,-0.810165306022505,-1.30540633968983,-1.64744013337706,1.05341391309713,-0.633144186656587
"63",2038,-2.24328354161989,0.794696614416824,-1.92507018260291,-1.12455236993532,-1.75312608777594,-1.50444234770417,0.621055404166748,-0.878837677104456
"64",2039,-0.473442643880286,-1.32703117608279,-0.332609524931893,-0.711027781631656,-0.369995426192444,-0.259934343734274,-1.0370748641087,-0.555668211345139
"65",2040,-0.766873999592511,-1.37936856575783,-0.885465677883563,-1.0105694144113,-0.599312030681547,-0.691991427266005,-1.07797653413974,-0.789759997362432
"66",2041,-1.16001056903388,-1.92281092877536,0.25032085110707,-0.944166882234058,-0.906548259699978,0.195625745140175,-1.50267674083795,-0.737866418465916
"67",2042,-0.231967901728217,-0.793781601928887,-0.41469822843857,-0.480149244031892,-0.181282915200602,-0.324086665524743,-0.620340321907425,-0.375236634210923
"68",2043,-0.143151942687947,0.51624056469418,0.857133070979359,0.410073897661864,-0.11187324321063,0.669849494970369,0.403442001308502,0.320472751022747
"69",2044,2.30812957119937,-0.0694063690647355,1.74807046166559,1.32893122126674,1.80380325989231,1.36611706579166,-0.0542410774240908,1.03855974941996
"70",2045,3.16651591871831,-2.15887548400925,3.48072815569493,1.496122863468,2.47463219047836,2.72018905367559,-1.68716119075323,1.16922001780024
"71",2046,3.06769386764979,-1.12501218634163,3.27327821874051,1.73865330001622,2.39740275756831,2.55806692794571,-0.879197023625983,1.35875755396268
"72",2047,0.0996981685400117,1.61846182107681,2.68111823711083,1.46642607557589,0.0779141187140191,2.09529390230212,1.26482791317153,1.14601197806255
"73",2048,2.44659214875698,1.06984765868059,0.634330824152097,1.38359021052989,1.91201176425358,0.495729539074864,0.836085945258879,1.08127574952911
"74",2049,3.60617108219238,-0.973729866137752,-1.38616174381767,0.415426490745652,2.81822270073334,-1.08328540279351,-0.760969890386653,0.324655802517727
"75",2050,3.1656955845872,-0.797830953105469,-0.0361408368747544,0.777241264868993,2.4739910993549,-0.0282440640176206,-0.623504889851924,0.607414048495118
"76",2051,2.90977882469551,-1.07517955665867,-2.00059530708069,-0.055332013014616,2.27399215149954,-1.56346523248356,-0.840252823528752,-0.0432419681709224
"77",2052,0.423549032569516,0.646913235311765,-0.350974468152973,0.239829266576103,0.331003568953077,-0.274286546861548,0.505562693396145,0.187426571829224
"78",2053,-1.60830853023565,-1.22115358768874,1.9432991829694,-0.295387644984993,-1.25689311637916,1.51868831149059,-0.954331528778747,-0.230845444555772
"79",2054,0.7307965578273,-0.634525632446528,-0.122601798441255,-0.00877695768682755,0.571117509942035,-0.0958133054818405,-0.495881781756962,-0.00685919243225573
"80",2055,0.0629680420757096,-1.45424474015132,-0.610698275994838,-0.667324991356816,0.0492095248821671,-0.477260702689966,-1.13649226442826,-0.521514480745352
"81",2056,-1.56992515509079,0.291231340607663,0.72413059622439,-0.184854406086247,-1.22689650870345,0.565908060949361,0.227597292684888,-0.144463718356402
"82",2057,-0.0991336706634093,-0.119026992371905,0.638557592461411,0.140132309808699,-0.0774729636234543,0.499032758508593,-0.0930195945386435,0.109513400115498
"83",2058,1.68315657830701,-2.22366838086724,1.19531702728764,0.218268408242473,1.31538686594693,0.934140256825292,-1.73779683964775,0.170576761041493
"84",2059,0.987630728077748,1.98076556762377,2.82790768886116,1.93210132818756,0.77183341399276,2.21000985884499,1.54796829109798,1.50993718797858
"85",2060,-0.696913555032546,0.791836812254886,0.24094068521714,0.111954647479826,-0.544637943257935,0.188295145497195,0.618820468777193,0.0874925570054842
"86",2061,-1.15110005670019,1.27296920051422,-0.779804290323568,-0.219311715503177,-0.899584694311195,-0.609417052887868,0.994825430201864,-0.171392105665733
"87",2062,-1.09124943454434,1.56715407953143,-4.18399922324573,-1.23603152608621,-0.852811433096404,-3.26979539296653,1.22473091315381,-0.965958637636377
"88",2063,1.30619307487451,-1.84895424654685,-3.86484743177146,-1.4692028678146,1.02078988801443,-3.0203782679294,-1.44495774367636,-1.14818204119711
"89",2064,0.85109966287721,0.539096432996605,-2.3095301056411,-0.306444669922427,0.665134386538539,-1.80489777755852,0.421303862386847,-0.239486509544377
"90",2065,-0.724324051326168,0.854855433922552,-3.09278057623701,-0.98741639788021,-0.566059246111401,-2.41700802032923,0.668069521610475,-0.771665914943384
"91",2066,-2.55968689607832,1.06046104826477,-1.46595583218998,-0.98839389333451,-2.00039530928521,-1.14564448285647,0.828750309218918,-0.77242982764092
"92",2067,-1.4586421815942,1.90498652624056,0.198942007552327,0.215095450732894,-1.13992886491587,0.155473178902144,1.488746970257,0.168097094747757
"93",2068,-1.75576876546426,1.07125530785632,0.79183635574501,0.0357742993790234,-1.37213329021032,0.618820112014725,0.837186023089713,0.0279576149647068
"94",2069,-0.461978279522872,1.3308948409048,0.199027241048103,0.355981267476677,-0.361036025447124,0.155539788879092,1.0400943181671,0.278199360533023
"95",2070,1.99164563908407,1.07713688571103,0.0369034012297679,1.03522864200829,1.5564710669442,0.0288400080610636,0.841782476183172,0.809031183729478
"96",2071,0.0587336810451785,-1.2490332201888,-0.72681418220064,-0.639037907114753,0.045900371736807,-0.5680052833898,-0.976119461577544,-0.499408124410179
"97",2072,-1.41053133610009,0.686290801511472,-1.69401878459802,-0.80608643972888,-1.10233023916222,-1.32387568016335,0.536336261381216,-0.629956552648119
"98",2073,-0.329877743927314,1.52693223149675,-1.47999189837115,-0.0943124702672399,-0.257799456879196,-1.15661366857706,1.19329753891471,-0.073705195513848
"99",2074,-0.297004109341953,1.16662174949982,-2.35135788010371,-0.493913413315279,-0.232108711450736,-1.83758618330105,0.911714897234112,-0.385993332505891
"100",2075,-0.599767490576308,0.696519933432905,-2.57933736141024,-0.827528306184546,-0.468718293885384,-2.0157521479421,0.544330327977816,-0.646713371283223
"101",2076,0.700452490721976,2.44422291109939,-0.0618634367307904,1.02760398836352,0.547403621499225,-0.0483462758051127,1.91016020502417,0.803072516906095
"102",2077,1.12530068765773,0.963187470443795,0.74915635473202,0.94588150427785,0.87942248740452,0.585465691223074,0.752731008151826,0.73920639559314
"103",2078,2.92493097581846,0.934023598438434,0.385075671794623,1.41467674868384,2.28583355760212,0.300936637507498,0.729939442179636,1.10556987909642
"104",2079,0.917860564280937,2.78311369569309,1.43844751112451,1.71314059036618,0.717308030985552,1.1241467299438,2.17500335318415,1.33881937137117
"105",2080,-1.84278609430026,2.19600168188417,1.00459484465174,0.452603477411884,-1.44013733269565,0.785090871095332,1.71617531439248,0.353709617597387
"106",2081,0.380513365037155,0.923201421365496,-0.525852504376132,0.259287427342173,0.297371194776537,-0.410953732169947,0.721481910797135,0.202633124467908
"107",2082,-0.75315298075304,0.233452788382246,-1.92962964472131,-0.816443279030702,-0.588589054458501,-1.5080055673497,0.182443354120725,-0.638050422562493
"108",2083,-1.4382087145859,0.268855164377564,-0.137558850876619,-0.43563746702832,-1.12396011044888,-0.107502241960078,0.210110310961066,-0.340450680482632
"109",2084,-1.5684158017204,-1.28073490120838,2.06055932907165,-0.262863791285712,-1.22571694904449,1.61032711566949,-1.00089432529435,-0.205428052889784
"110",2085,0.159283071818097,-1.95801695138806,1.62091055361705,-0.0592744419843053,0.124479720625843,1.26674159765173,-1.53019024750977,-0.0463229764107346
"111",2086,1.32929696926637,-0.268692078380521,1.14148630149606,0.734030397460639,1.03884558148167,0.892071544619174,-0.209982859254377,0.573644755615489
"112",2087,1.02432064056633,2.06947375319388,-1.44497714573781,0.5496057493408,0.800506580602589,-1.1292496393941,1.61729373812102,0.429516893109835
"113",2088,0.0791879576244052,1.83494149574764,-1.65207330036969,0.0873520510007833,0.0618853888834727,-1.29109528423892,1.43400677892678,0.0682656278571122
"114",2089,-0.27697251365351,-0.964667817092095,-0.587506494693197,-0.609715608479601,-0.216454019420218,-0.459136325602733,-0.753887899057472,-0.476492748026808
"115",2090,-0.865296492031943,0.184780747714912,-1.22967377035423,-0.636729838223752,-0.676229208522963,-0.960990051531827,0.144406154339204,-0.497604368571862
"116",2091,0.0221417613428286,-0.0139655264797345,0.679172687719199,0.229116307527431,0.0173037864894206,0.530773455452554,-0.0109140589439125,0.179054394332687
"117",2092,-1.73077528914123,0.225058908221062,1.44921409331943,-0.0188340958669104,-1.35260088846387,1.13256081392914,0.17588353677476,-0.0147188459199905
"118",2093,-2.63150583546269,2.16765188477178,2.68113403361478,0.739093360974627,-2.05652181041409,2.09530624726995,1.69401994794915,0.577601461601671
"119",2094,-0.794005145554682,0.655896992418783,1.60250941523667,0.488133754033592,-0.620515021250984,1.25236110800746,0.512583499575279,0.381476528777252
"120",2095,-1.06121805252359,2.712934701297,0.281648274606605,0.644454974460004,-0.829341908047186,0.220108126605062,2.1201584690636,0.503641562540493
"121",2096,0.222228619104347,0.61737773248445,0.453826931446918,0.431144427678572,0.173671665830047,0.354665746925767,0.482480697936598,0.336939370230804
"122",2097,0.980929056118714,0.836516654890527,0.162994099162045,0.660146603390429,0.766596057356775,0.127379888495138,0.653737765796947,0.51590457054962
"123",2098,2.33457499660396,-1.11586156330454,2.02154813321046,1.08008718883663,1.824470359846,1.57983986610397,-0.872045811722499,0.844088138075823
"124",2099,0.64575464117501,-0.169572346114258,1.34654612002787,0.607576138362875,0.504657252078271,1.05232579280178,-0.132520788488292,0.474820752130587
"125",2100,0.104542827242173,1.14583719518909,0.285895842756006,0.512091955062424,0.0817002194897582,0.223427601113818,0.895471768040276,0.400199862881284
"126",2101,0.181853857432115,1.7881797273284,-0.49289530961996,0.492379425046852,0.142118789583198,-0.385197684467998,1.39746245690714,0.384794520674115
