year,month,day, gfdl_pdo, ipsl_pdo, had_pdo, gfdl_pdo_fil10yr, ipsl_pdo_fil10yr, had_pdo_fil10yr
2001,4,16,-0.002373595,-0.01776112,-0.03960529,-0.0005144169,0.006365106,-0.003860883
2001,5,16,-0.007845206,-0.01398678,-0.05582938,-0.0005304917,0.005822346,-0.003425189
2001,6,16,0.009078513,0.00291541,-0.05461178,-0.0005299141,0.005076423,-0.003044871
2001,7,16,-0.0007097413,0.006238678,-0.05388828,-0.000727528,0.004345501,-0.002796731
2001,8,16,0.01069974,-0.01345159,-0.0562835,-0.0008367016,0.003981405,-0.002547585
2001,9,16,-0.009571077,-0.01500992,-0.05266077,-0.0008478544,0.003648803,-0.002412013
2001,10,16,0.008648288,-0.007543788,-0.03532314,-0.0008297305,0.003494041,-0.002346618
2001,11,16,0.01761738,-0.004497209,-0.0208928,-0.0007952457,0.003176683,-0.002168969
2001,12,16,0.02179798,-0.008362785,0.0002949155,-0.0007429087,0.002980046,-0.002025143
2002,1,16,0.009302369,0.001024378,-0.0007433645,-0.0007055789,0.002902211,-0.001864391
2002,2,16,0.009546411,0.01030204,-0.002229872,-0.0006401257,0.002828383,-0.001794554
2002,3,16,0.0108787,0.004896527,0.003224954,-0.0005667204,0.002797482,-0.001723109
2002,4,16,0.01826755,0.00271766,0.004366596,-0.0005451937,0.002861345,-0.001667204
2002,5,16,0.0256152,0.006715444,-0.02037899,-0.000598828,0.003029026,-0.001675785
2002,6,16,0.05217987,0.001452789,0.0004381662,-0.0006186869,0.003357205,-0.001634556
2002,7,16,0.05737187,0.00612268,-0.01251068,-0.0005616261,0.003436992,-0.00171234
2002,8,16,0.04695577,-0.005035494,-0.02421846,-0.0005036116,0.003570493,-0.0019302
2002,9,16,0.02812083,0.01687654,-0.017115,-0.0004016237,0.003832,-0.001832934
2002,10,16,0.02467525,0.003909929,0.001414773,-0.0001841536,0.003830894,-0.001810632
2002,11,16,0.01734803,-0.01543232,0.00114135,0.0002313472,0.003842588,-0.00185794
2002,12,16,0.01739342,-0.0142256,0.01294269,0.0005182224,0.003896842,-0.001941555
2003,1,16,0.02506683,-0.007288931,0.01971685,0.000661907,0.003980462,-0.00191013
2003,2,16,0.0312169,0.01028271,0.01964665,0.0007950727,0.003997725,-0.001786429
2003,3,16,0.02416963,0.02230686,0.002082685,0.0008551872,0.003888802,-0.001835537
2003,4,16,0.03114657,0.0186921,0.01410219,0.0008004655,0.003904711,-0.002043052
2003,5,16,0.04547132,0.01598909,0.01518157,0.000596714,0.004212435,-0.001939934
2003,6,16,0.03656481,0.0246486,0.01910866,0.0004983282,0.004627034,-0.002191608
2003,7,16,0.009705187,0.01102555,0.009746564,0.0004772441,0.004868113,-0.0025163
2003,8,16,0.000951701,0.01115658,0.01288399,0.0008845408,0.004845555,-0.002903451
2003,9,16,0.03251783,-0.01102786,0.005874005,0.001024359,0.004670083,-0.003602386
2003,10,16,0.01983964,0.01714131,0.02637488,0.0007772651,0.004698269,-0.004190675
2003,11,16,0.02346361,0.008526568,0.0257478,0.0006975981,0.004307951,-0.004488085
2003,12,16,0.0244604,0.01480321,0.01791183,0.0008223588,0.004153221,-0.004824729
2004,1,16,0.02238795,0.01403657,0.01347907,0.001123345,0.004133068,-0.005122493
2004,2,16,0.01163706,0.01375891,0.01806937,0.001261547,0.003975742,-0.005420626
2004,3,16,-0.0002980627,0.01604266,0.0288159,0.001354151,0.003738427,-0.005730799
2004,4,16,-0.009276748,0.01329712,0.03618438,0.00135835,0.003585964,-0.005958899
2004,5,16,-0.01912345,0.02662879,0.04014399,0.001288922,0.003644633,-0.005997477
2004,6,16,-0.005824507,0.02189997,0.03603018,0.001029672,0.003770869,-0.006040659
2004,7,16,-0.01307334,0.006594601,0.0166191,0.0008228387,0.003928355,-0.00593123
2004,8,16,-0.01681258,0.005981694,0.02044784,0.0007331208,0.003629497,-0.005528952
2004,9,16,-0.0246168,0.001379429,0.01648332,0.0006139032,0.003332669,-0.005327902
2004,10,16,-0.03734177,-0.007955484,0.004265641,0.0003065331,0.003224713,-0.005438523
2004,11,16,-0.03372153,0.01393047,0.03443079,0.0001700017,0.003088047,-0.005565675
2004,12,16,-0.02330359,0.007272864,0.04303651,6.978927e-05,0.002780763,-0.005874598
2005,1,16,-0.01346486,0.008270666,0.03205912,0.0001086322,0.002390095,-0.005926502
2005,2,16,-0.008279356,0.003702393,0.02526069,0.0001444245,0.001987636,-0.005862065
2005,3,16,-0.009493675,0.01371056,0.02062155,0.0001877846,0.001748951,-0.005567293
2005,4,16,0.007417535,0.003631567,0.008350606,0.0001989376,0.001646546,-0.005241826
2005,5,16,0.01550114,0.01363958,-0.01366199,8.60486e-05,0.001363786,-0.004900009
2005,6,16,0.02984949,-0.01224481,-0.04567874,7.616372e-06,0.000922301,-0.004478719
2005,7,16,0.02666815,-0.03658582,-0.04698361,4.254979e-05,0.0001632805,-0.004269524
2005,8,16,0.02006106,-0.01734598,-0.04131317,2.808885e-05,-0.0006154037,-0.00406931
2005,9,16,0.01514845,0.005931218,-0.02894048,2.563255e-05,-0.001050557,-0.003839184
2005,10,16,-0.007774991,0.02806999,0.001482082,0.0001582842,-0.00131773,-0.003651068
2005,11,16,0.00133548,0.00539194,-0.007072452,0.0002955225,-0.001695059,-0.003637629
2005,12,16,0.004575445,-0.01715845,-0.014804,0.0003359349,-0.001883604,-0.003447328
2006,1,16,0.001377002,0.005531631,-0.0301994,0.0002172187,-0.002066564,-0.003090878
2006,2,16,-0.007028702,0.008369379,-0.02181538,0.0001159335,-0.002193361,-0.002851434
2006,3,16,-0.003586224,0.01112592,-0.01450644,0.0001408653,-0.002287129,-0.002690663
2006,4,16,-0.01116328,0.0004913449,-0.00524551,0.0002258823,-0.002413099,-0.002312108
2006,5,16,-0.01072658,-0.01704088,0.005666735,0.0004649274,-0.002598534,-0.001728145
2006,6,16,0.001700471,-0.05047188,-0.01080008,0.00065148,-0.00283341,-0.0009739796
2006,7,16,-0.003890188,-0.07268689,-0.008007855,0.000907207,-0.002960906,-0.0002750357
2006,8,16,-0.004978822,-0.0450291,-0.009359471,0.001140483,-0.002871658,0.0002904735
2006,9,16,-0.008739122,-0.03813662,-0.02007727,0.001504816,-0.00286965,0.0008199243
2006,10,16,-0.01003197,-0.00533573,-0.01960232,0.001694823,-0.002944388,0.001095801
2006,11,16,-0.003873422,-0.01296568,0.00865088,0.001840594,-0.003015371,0.001282426
2006,12,16,-0.005556541,-0.01185039,-0.00617693,0.001806988,-0.003016086,0.001190099
2007,1,16,-0.009240468,0.006453888,-0.002715878,0.001758847,-0.002890777,0.0009695718
2007,2,16,0.0007695006,0.01711211,-0.007795961,0.001595923,-0.002829068,0.0006628583
2007,3,16,0.004627635,0.02720419,-0.01735331,0.001361973,-0.002734628,0.000464906
2007,4,16,0.004528234,0.03748319,-0.0301064,0.001069792,-0.002649954,0.0003656235
2007,5,16,0.01390026,0.04740178,-0.03800508,0.0007857478,-0.00265803,0.0004863531
2007,6,16,0.03219115,0.0655526,-0.02535372,0.0001849437,-0.002700073,0.0004324834
2007,7,16,0.03067776,0.02171313,-0.02468375,-0.000550611,-0.002880023,0.0005274801
2007,8,16,0.01957573,0.005633475,-0.02657779,-0.001238407,-0.00283556,0.0006800293
2007,9,16,0.01970216,0.01598365,-0.002967325,-0.001663339,-0.002890836,0.0008224787
2007,10,16,0.01880894,0.02169029,-0.009677158,-0.001968816,-0.002799533,0.0008972217
2007,11,16,0.03385182,0.02948058,-0.009838248,-0.002343013,-0.002588992,0.0008589281
2007,12,16,0.02825646,0.03534305,-0.0160586,-0.002843724,-0.002393947,0.0007096177
2008,1,16,0.01071594,0.02969798,-0.01352692,-0.003331158,-0.002414665,0.0005037872
2008,2,16,0.01333277,0.01485741,-0.001857179,-0.003947809,-0.002541611,0.0002798441
2008,3,16,0.005144303,-0.005148477,-0.009780384,-0.00443685,-0.00278358,0.0002551345
2008,4,16,-0.01441459,-0.0009150231,-0.01781024,-0.005004533,-0.003025633,0.0002803049
2008,5,16,-0.02504775,0.01433847,0.01558933,-0.00567917,-0.003288187,0.0005820717
2008,6,16,-0.01634401,0.01307434,0.007396505,-0.006325668,-0.003558365,0.0007884141
2008,7,16,-0.001104978,0.007438815,-0.00907549,-0.006690572,-0.003738175,0.001012474
2008,8,16,0.02290478,-0.02275322,9.193899e-05,-0.006759965,-0.003873574,0.001001158
2008,9,16,0.01267656,-0.0141505,-0.03332573,-0.007021833,-0.003876546,0.0009011911
2008,10,16,-0.01900202,-0.005205233,-0.01987336,-0.007137601,-0.004088691,0.0004831648
2008,11,16,-0.01551854,-0.03111147,-0.01111504,-0.007333637,-0.004179744,0.0002158599
2008,12,16,-0.0001947938,-0.01691141,-0.01868723,-0.00781882,-0.004491491,0.0001576385
2009,1,16,0.0008326971,-0.001542029,-0.0193939,-0.008346235,-0.004750369,3.697278e-05
2009,2,16,-0.02057054,-0.002383583,-0.01633133,-0.00871136,-0.005062864,-0.0001733208
2009,3,16,-0.02692536,-0.006093556,-0.01834031,-0.008841631,-0.005366218,-0.0004424605
2009,4,16,-0.03839448,-0.009632351,-0.00665923,-0.008857545,-0.005578122,-0.000797324
2009,5,16,-0.05334227,0.005433743,0.006184199,-0.008942535,-0.005942874,-0.001186471
2009,6,16,-0.07205821,0.01312396,0.002396074,-0.009239735,-0.006399685,-0.001408524
2009,7,16,-0.06892877,0.01151978,0.01667575,-0.009271408,-0.006795967,-0.001524267
2009,8,16,-0.04295257,-0.00831905,0.0343269,-0.009135253,-0.007184195,-0.00187039
2009,9,16,-0.03604366,-0.03932932,0.009431925,-0.008977,-0.00768342,-0.002010166
2009,10,16,-0.0296291,-0.02041169,-0.02097464,-0.008667246,-0.007910437,-0.00194496
2009,11,16,-0.02172482,-0.003749554,-0.02824409,-0.008217125,-0.008097584,-0.002082669
2009,12,16,-0.02716787,-0.01034586,-0.04161465,-0.007854549,-0.008151235,-0.002355152
2010,1,16,-0.0227831,-0.01235323,-0.01810594,-0.007636317,-0.008226833,-0.002447361
2010,2,16,-0.02657666,-0.01472417,-0.007443335,-0.007511123,-0.008528034,-0.002446619
2010,3,16,-0.0285189,-0.0159373,0.004814306,-0.007350061,-0.009001457,-0.00244579
2010,4,16,-0.03256376,-0.0165608,0.01234692,-0.007246403,-0.009508685,-0.002394556
2010,5,16,-0.02391509,-0.02887701,0.03234757,-0.007199958,-0.01005085,-0.002221585
2010,6,16,-0.009112375,-0.03711424,0.05353621,-0.007350508,-0.01048206,-0.001782901
2010,7,16,-0.00333314,-0.05678119,0.03794458,-0.007422659,-0.01048422,-0.001333255
2010,8,16,-0.01687395,-0.08335673,0.02705358,-0.007361948,-0.01074567,-0.001030895
2010,9,16,-0.0181805,-0.04834552,0.01024331,-0.007289224,-0.01123681,-0.0008383922
2010,10,16,-0.02108053,-0.03048538,0.01102569,-0.006854834,-0.01172442,-0.0009368239
2010,11,16,-0.01030548,-0.05377049,0.00120726,-0.006571779,-0.01173118,-0.001052582
2010,12,16,-0.006573958,-0.03700855,0.02866165,-0.00644169,-0.0114396,-0.001027049
2011,1,16,-0.01677306,-0.0272343,0.03382051,-0.006316208,-0.01138302,-0.0007071346
2011,2,16,-0.01305342,-0.01965299,0.02055254,-0.00625536,-0.01138666,-0.0002971622
2011,3,16,-0.002595247,-0.02279042,0.003003442,-0.006267651,-0.01137867,0.0001035813
2011,4,16,0.007828446,-0.03287758,0.005821254,-0.006197284,-0.01110628,0.000566473
2011,5,16,0.0208402,-0.03623899,0.01424622,-0.006170641,-0.01043663,0.000953353
2011,6,16,0.03146483,-0.02526968,0.03588805,-0.006179537,-0.009435199,0.001269115
2011,7,16,0.0299775,-0.009060869,0.02998499,-0.006268843,-0.00862389,0.001501647
2011,8,16,0.03869287,-0.00274178,0.0115776,-0.006430504,-0.008161465,0.001858698
2011,9,16,0.03414884,-0.01476904,0.01087333,-0.006444205,-0.007647277,0.002253231
2011,10,16,0.03144912,-0.01651225,-0.002217957,-0.006302809,-0.007506954,0.002725019
2011,11,16,0.03511,-0.01301526,0.00150229,-0.006216665,-0.00729326,0.002806965
2011,12,16,0.01776522,-0.00844856,-0.01078434,-0.006234729,-0.007048528,0.00301162
2012,1,16,0.003525425,0.01606151,-0.02720667,-0.006270393,-0.006859881,0.003244684
2012,2,16,-0.01000442,0.01770706,-0.03903549,-0.006443811,-0.006742055,0.00352219
2012,3,16,-0.01719539,0.01622941,-0.02052932,-0.006630787,-0.006750522,0.003908248
2012,4,16,-0.01679414,0.01287848,-0.0075473,-0.006757328,-0.006746656,0.004383519
2012,5,16,-0.008470066,0.005746294,-0.005891441,-0.0069011,-0.006837256,0.005062834
2012,6,16,-0.01991663,-0.003592374,-0.006026193,-0.00710346,-0.007023129,0.005492364
2012,7,16,-0.03089469,-0.01547132,-0.00111108,-0.007320239,-0.007199344,0.00582991
2012,8,16,-0.03557972,0.0003001397,-0.005912544,-0.007498878,-0.007354846,0.006216177
2012,9,16,-0.02287105,0.01024342,-2.107878e-05,-0.007764839,-0.00763654,0.006443826
2012,10,16,-0.01198192,0.01486628,0.01038394,-0.007893512,-0.007873816,0.006620018
2012,11,16,-0.02755568,0.009832518,-0.003453886,-0.00793984,-0.00801942,0.006745979
2012,12,16,-0.04269186,0.009179832,-0.004974555,-0.008083816,-0.008113292,0.006876844
2013,1,16,-0.03342524,-0.009775089,-0.004982806,-0.008209656,-0.008160904,0.007050539
2013,2,16,-0.04278127,-0.004950825,-0.007226522,-0.008432374,-0.008120307,0.00703998
2013,3,16,-0.03451528,-0.0067294,-0.0008824749,-0.008624859,-0.007920449,0.007172458
2013,4,16,-0.03697542,-0.01035426,0.01712265,-0.008639425,-0.00779876,0.007389839
2013,5,16,-0.03548508,-0.01551744,0.05139359,-0.008410824,-0.007892707,0.007215039
2013,6,16,-0.04101494,-0.007772682,0.04386974,-0.008232764,-0.007978833,0.00716915
2013,7,16,-0.03408333,-0.0105517,0.03663381,-0.00834708,-0.008218392,0.007170413
2013,8,16,-0.007375457,-0.005091236,0.01152599,-0.008810241,-0.008231071,0.007105574
2013,9,16,0.001093687,-0.01138448,-0.006122004,-0.009128251,-0.008241769,0.007536037
2013,10,16,0.005947466,-0.00831617,-0.02378828,-0.009215957,-0.008273233,0.007861096
2013,11,16,-6.069036e-05,-0.002399816,-0.006328786,-0.009374898,-0.008004887,0.008199221
2013,12,16,-0.03376153,-0.0226064,0.01092525,-0.009623789,-0.007817031,0.00832558
2014,1,16,-0.04090192,-0.01702875,-0.001000812,-0.009858688,-0.007707305,0.008398817
2014,2,16,-0.03217791,-0.02374047,-0.007165862,-0.009933424,-0.007560266,0.008440957
2014,3,16,-0.01593063,-0.02035992,-0.003480864,-0.009983391,-0.007387097,0.00859343
2014,4,16,-0.01118638,-0.01213129,-0.00639923,-0.0100117,-0.007133452,0.008648176
2014,5,16,-0.02932223,-0.01714153,-0.006553644,-0.009951034,-0.006902304,0.008551182
2014,6,16,-0.04148851,-0.03291735,0.009383865,-0.009776584,-0.006935085,0.008565804
2014,7,16,-0.01687406,-0.04095914,0.002729928,-0.009714481,-0.007165223,0.00848979
2014,8,16,-0.0004739752,-0.04060569,-0.021087,-0.009810993,-0.007467815,0.008275913
2014,9,16,-0.005626493,-0.05852757,-0.0002897053,-0.00987947,-0.00739697,0.008230551
2014,10,16,-0.0001713053,-0.03519762,0.0120903,-0.009767689,-0.007509297,0.008345576
2014,11,16,0.02029294,-0.008527113,0.01790577,-0.009653857,-0.007783471,0.008616668
2014,12,16,0.02020563,0.0008347272,0.01033852,-0.009632226,-0.007706695,0.009063751
2015,1,16,0.01272289,-0.0008011147,0.020994,-0.009719504,-0.007593719,0.009345613
2015,2,16,0.006743916,-0.03244173,0.02534972,-0.009743955,-0.007450427,0.009477809
2015,3,16,0.009833834,-0.04310013,0.02072106,-0.009708865,-0.007416881,0.009344659
2015,4,16,0.01985647,-0.05723585,0.01449868,-0.009675224,-0.007391913,0.009056093
2015,5,16,0.02107452,-0.05141973,0.007094594,-0.009730325,-0.007326878,0.008642865
2015,6,16,0.01178354,-0.06398997,0.00696328,-0.009940352,-0.007449189,0.00792825
2015,7,16,0.01800995,-0.03684505,0.006973876,-0.009972698,-0.007432599,0.007385375
2015,8,16,0.02734642,-0.04871994,-0.005029911,-0.009647466,-0.007216627,0.006992135
2015,9,16,0.02387531,-0.05300619,-0.005840157,-0.009429069,-0.007365556,0.006805333
2015,10,16,0.04435179,-0.0304426,-0.01032972,-0.009338497,-0.007442445,0.00682535
2015,11,16,0.03530213,0.004579754,-0.02096345,-0.009185946,-0.007084512,0.00688596
2015,12,16,0.02018612,0.01783146,-0.01174005,-0.009096275,-0.006840065,0.006730228
2016,1,16,0.01643487,0.01232113,0.008190354,-0.008956334,-0.006854111,0.006439038
2016,2,16,0.0002730603,0.00793249,0.02738131,-0.008859768,-0.007016929,0.006133014
2016,3,16,-0.005061223,0.01208546,0.03358277,-0.008768241,-0.007027497,0.006007305
2016,4,16,-0.002719152,0.03317754,0.0503015,-0.008644778,-0.0067963,0.00590607
2016,5,16,-0.007529486,0.06331703,0.05209234,-0.008500681,-0.006519754,0.00584255
2016,6,16,0.0006329506,0.06970014,0.02709137,-0.008392934,-0.006471744,0.005628249
2016,7,16,-0.01460689,0.02467016,0.01989598,-0.008125716,-0.006456813,0.005450124
2016,8,16,-0.02437813,0.0104619,0.03348667,-0.007903501,-0.006414275,0.005362174
2016,9,16,-0.01038321,0.02356599,0.02726662,-0.007732721,-0.006234903,0.005237006
2016,10,16,0.006935541,0.01150304,0.03701234,-0.007755538,-0.006256593,0.005134558
2016,11,16,0.006463772,0.01267757,0.01848431,-0.008009609,-0.006341718,0.005191833
2016,12,16,-0.00772423,0.01751744,0.01838169,-0.008113457,-0.006353214,0.005384103
2017,1,16,-0.01352011,0.02909152,0.02525187,-0.007984971,-0.006497918,0.005542624
2017,2,16,-0.02004063,0.03125124,0.02550465,-0.007707373,-0.0066726,0.005752914
2017,3,16,-0.01780949,0.02618818,0.02897374,-0.007384433,-0.006768569,0.005860039
2017,4,16,-0.01065668,0.0379471,0.02692604,-0.007012856,-0.006782616,0.00587949
2017,5,16,-0.003352416,0.03652975,0.0435128,-0.006614204,-0.006867696,0.005877885
2017,6,16,0.007908018,0.04324786,0.02618984,-0.006229833,-0.006846796,0.00594694
2017,7,16,0.004664233,0.0005672859,0.01582181,-0.005831424,-0.006781682,0.006017632
2017,8,16,-0.001860911,-0.01302667,0.01977416,-0.005447005,-0.006873563,0.00605448
2017,9,16,-0.0122132,-0.01781972,0.02435061,-0.00509904,-0.006945912,0.005894624
2017,10,16,0.003368189,-0.006782746,0.01146583,-0.004723555,-0.007093407,0.005758459
2017,11,16,0.02829252,0.012008,0.005277131,-0.004214403,-0.007177946,0.005786575
2017,12,16,0.01097923,0.02407841,-0.0003548186,-0.00372725,-0.007313767,0.005978731
2018,1,16,-0.004384868,0.02398458,0.007316512,-0.003294009,-0.007246172,0.006242766
2018,2,16,-0.01339339,0.019729,-0.003124292,-0.002765254,-0.007155755,0.006483506
2018,3,16,-0.01795384,0.01883452,0.006116948,-0.00235239,-0.007028075,0.006612464
2018,4,16,-0.01616258,0.01368762,0.008275541,-0.00192647,-0.006835707,0.006604209
2018,5,16,0.002384381,0.003064937,-0.005386733,-0.001481373,-0.006570758,0.006282726
2018,6,16,0.005023279,0.002739158,0.001889836,-0.001150767,-0.006582337,0.005976722
2018,7,16,-0.0148229,-0.02130824,-0.008923883,-0.00106415,-0.006628219,0.005794405
2018,8,16,-0.03267452,-0.02427467,-0.007688695,-0.001098663,-0.006622081,0.005753423
2018,9,16,-0.02548465,-0.01543431,0.01832973,-0.001225251,-0.006583047,0.005828538
2018,10,16,-0.02952674,-0.008980875,0.01913379,-0.001259824,-0.006631658,0.006072415
2018,11,16,-0.03459147,0.001090033,0.02945994,-0.001023665,-0.006619733,0.006335753
2018,12,16,-0.03006175,0.005631282,-0.003524199,-0.000439132,-0.006331242,0.006540962
2019,1,16,-0.02735512,0.01162511,-0.01060545,0.0002056006,-0.006022625,0.006804879
2019,2,16,-0.02953895,0.01526111,-0.01127449,0.0007850707,-0.005639588,0.007052812
2019,3,16,-0.03292138,0.01468675,-4.352452e-05,0.001199843,-0.005332787,0.007264858
2019,4,16,-0.04179103,0.02080494,-8.972608e-05,0.001586665,-0.005252093,0.007565149
2019,5,16,-0.04606285,0.0331716,-0.005455066,0.002030057,-0.005371899,0.007775458
2019,6,16,-0.05112422,0.009190255,0.00415071,0.002533685,-0.00530566,0.00792094
2019,7,16,-0.06147644,-0.01609685,0.00755406,0.002868557,-0.004958371,0.007942298
2019,8,16,-0.05453397,-0.04463009,0.008661642,0.00294824,-0.004510863,0.008221682
2019,9,16,-0.04426086,-0.03082789,0.003988438,0.003008622,-0.004096553,0.008089981
2019,10,16,-0.01621544,-0.03389094,-0.007171547,0.003085387,-0.00389372,0.007903462
2019,11,16,-0.008064921,-0.03665048,0.004286947,0.003204486,-0.003916997,0.00790268
2019,12,16,-0.02457215,-0.00113264,0.01203525,0.003427058,-0.004021143,0.007927967
2020,1,16,-0.03325645,0.001203836,0.01571757,0.003697713,-0.003965468,0.007867022
2020,2,16,-0.02951085,0.002470889,0.008420169,0.003936976,-0.003529447,0.007755762
2020,3,16,-0.02430812,-0.01191179,-0.01116378,0.004134585,-0.003001346,0.007688655
2020,4,16,-0.0285268,-0.01356467,-0.02228094,0.004312697,-0.002352503,0.007698389
2020,5,16,-0.03052724,-0.02107278,-0.01723979,0.004434173,-0.001672189,0.00782853
2020,6,16,-0.03431556,-0.05179152,-0.03221758,0.004797776,-0.0007240036,0.00786461
2020,7,16,-0.007214716,-0.05479049,-0.0272004,0.005122411,-0.0002860574,0.007707664
2020,8,16,0.02215394,-0.05744001,-0.02013526,0.005387643,0.0002455368,0.007718385
2020,9,16,0.008027119,-0.06621702,-0.01217299,0.005738589,0.000699631,0.007824206
2020,10,16,-0.01021186,-0.03971208,0.01342773,0.005795934,0.00108953,0.007851637
2020,11,16,0.008000562,-0.01081849,0.008480459,0.005961063,0.001039317,0.008075456
2020,12,16,0.004186654,-0.00767489,0.009973901,0.006117637,0.000828503,0.008327666
2021,1,16,1.984447e-05,-0.02891988,-0.001122305,0.006242693,0.0008098686,0.008438754
2021,2,16,-0.00146556,-0.03919112,-0.01617031,0.006478474,0.0008528008,0.008246343
2021,3,16,0.008387968,-0.02405863,-0.01208164,0.00671721,0.0008916735,0.007929257
2021,4,16,0.0226441,-0.005133887,-0.006327038,0.006863328,0.0006918844,0.007473784
2021,5,16,0.03813182,-0.0030535,0.006623856,0.007041853,7.897858e-05,0.00680207
2021,6,16,0.04439445,-0.01950846,0.01017193,0.007364302,-0.0007286495,0.006460226
2021,7,16,0.0620437,-0.007269179,0.008609998,0.007958535,-0.001064514,0.006127571
2021,8,16,0.06535859,0.002362727,0.001023652,0.008488914,-0.001169924,0.005839833
2021,9,16,0.05464245,0.006755679,-0.004146889,0.008901544,-0.001533342,0.00554685
2021,10,16,0.02871114,-0.01911503,-0.01451171,0.009056918,-0.001718684,0.005123723
2021,11,16,0.004621423,-0.02323026,0.008375229,0.009142406,-0.001866791,0.004883099
2021,12,16,0.00530351,-0.009828062,0.01228809,0.009285471,-0.002125009,0.004500952
2022,1,16,0.01894378,-0.001303002,-0.008184094,0.009565975,-0.002403886,0.004117742
2022,2,16,0.02330724,-0.003254766,-0.01380071,0.009765443,-0.002592362,0.003673938
2022,3,16,0.0215574,0.004713127,-0.007674313,0.009880037,-0.002694513,0.003159674
2022,4,16,0.02779515,0.0111928,-0.005213207,0.009951136,-0.002847918,0.002575023
2022,5,16,0.03936822,-0.004463286,-0.006083984,0.009768436,-0.002934009,0.001957415
2022,6,16,0.02620786,-0.001084328,0.002260323,0.009452268,-0.003279865,0.001637214
2022,7,16,0.01691438,-0.007657725,0.007371951,0.009151197,-0.00362271,0.001332505
2022,8,16,0.01055058,-0.01072557,-0.001490713,0.008886169,-0.003834593,0.001127437
2022,9,16,0.01888475,0.001561561,-0.01920379,0.008834802,-0.004068142,0.0009764132
2022,10,16,0.03307619,-0.002833141,-0.005955854,0.008579834,-0.004309355,0.0007491409
2022,11,16,0.03354261,-0.0003121818,-8.000481e-05,0.008272648,-0.004603269,0.0006478419
2022,12,16,0.01576651,-0.007118697,0.01808419,0.008148219,-0.004976762,0.000518064
2023,1,16,0.01856369,-0.001663648,0.02670141,0.008215959,-0.005275424,0.0003146663
2023,2,16,0.02066928,0.00589917,0.02166218,0.008418991,-0.005545284,0.0001484086
2023,3,16,0.01502838,0.008592197,0.01459254,0.008667142,-0.00580615,1.11946e-05
2023,4,16,0.01413505,0.01273,0.01613208,0.008928131,-0.006137656,-3.576176e-06
2023,5,16,0.01792649,0.01627643,0.01281565,0.008979425,-0.006440221,0.0003472922
2023,6,16,-0.001342228,-0.009162214,0.007149225,0.008832115,-0.006690743,0.0005921861
2023,7,16,-0.02368927,-0.01605746,0.01475576,0.008801605,-0.006817147,0.0008734416
2023,8,16,-0.01151692,-0.004354713,0.006608182,0.009012707,-0.006818376,0.001111797
2023,9,16,-0.01409694,-0.00670037,0.002891748,0.009269249,-0.007042277,0.001106514
2023,10,16,0.001798729,-0.01414956,0.005477025,0.009643034,-0.007263177,0.0009404308
2023,11,16,0.02827836,-0.0009687923,0.02527171,0.01010551,-0.007542947,0.0007275004
2023,12,16,0.03638245,0.01201248,0.03555034,0.0105363,-0.007815244,0.0008354886
2024,1,16,0.036466,0.02000528,0.03066921,0.0109083,-0.00798546,0.00108975
2024,2,16,0.03735851,0.02222405,0.02258616,0.01131759,-0.008106785,0.001492405
2024,3,16,0.0338421,0.01645622,0.02196461,0.01181618,-0.008162033,0.001885505
2024,4,16,0.03523222,-0.002448071,0.02963575,0.01237787,-0.00829529,0.002448462
2024,5,16,0.0238848,-0.0315182,0.01868336,0.01296811,-0.008598003,0.002931574
2024,6,16,0.01894681,-0.02496876,0.02684175,0.01364251,-0.008763846,0.003093859
2024,7,16,0.02331061,0.0007156329,0.005292829,0.01448553,-0.008757921,0.003214715
2024,8,16,0.009088053,0.01309526,0.01243915,0.0153481,-0.008531405,0.003242491
2024,9,16,0.001619342,-0.00881044,-0.01609387,0.01604425,-0.008682936,0.003346243
2024,10,16,0.009040407,-0.0108576,-0.01029194,0.01637757,-0.008715733,0.00352673
2024,11,16,0.03458489,-0.01132034,0.01781188,0.01669102,-0.008848764,0.003669629
2024,12,16,0.04691424,-0.0116628,0.01337294,0.01710187,-0.008987525,0.003925854
2025,1,16,0.04520152,0.005879846,0.01368062,0.01755446,-0.009010816,0.004266001
2025,2,16,0.03545545,0.01988082,0.01199851,0.01799203,-0.009010354,0.004744897
2025,3,16,0.03354688,0.02027206,0.01266829,0.01836214,-0.008813075,0.005360435
2025,4,16,0.04122996,0.02062524,0.0156667,0.01862474,-0.008596157,0.005927215
2025,5,16,0.03565165,0.03021791,0.02271159,0.01873394,-0.008266754,0.00641616
2025,6,16,0.05541591,0.04979234,0.01129279,0.01872671,-0.007771907,0.007132908
2025,7,16,0.05696615,0.01570849,-0.01185956,0.018441,-0.007159957,0.007645314
2025,8,16,0.05917428,0.01507137,-0.0037434,0.01797156,-0.006593058,0.00797203
2025,9,16,0.06598875,0.001485114,0.006858295,0.01768397,-0.006066146,0.008317821
2025,10,16,0.05123326,0.01634526,-0.00703795,0.01778271,-0.005770797,0.008572398
2025,11,16,0.05511757,-0.001445818,0.00589476,0.01767617,-0.00577169,0.008801561
2025,12,16,0.03897499,-0.007466193,0.01852526,0.01756603,-0.005522911,0.008978395
2026,1,16,0.03144155,0.01008501,0.02152091,0.01747147,-0.005023688,0.009127116
2026,2,16,0.02856679,0.01308436,0.00429193,0.01747071,-0.004432739,0.009447218
