"","Year","GCM","ensembleSSB","ensembleRec","ensembleRecDevs","elsSSB","elsRecs","elsRecDevs"
"235",2086,"HAD",1554052.88967921,26544729608.5574,1.33313132527958,1298714.73720572,20139767157.114,0.845639529267914
"236",2086,"IPSL",1148489.56242311,5875975934.58196,-1.72400404474268,1139792.9793585,4190091085.52271,-2.31346112835233
"237",2087,"GFDL",580347.61797812,13804896785.6967,1.14033177458719,436189.723455348,6726369087.75419,-0.0132585090496066
"238",2087,"HAD",1488966.89999074,27799454577.0771,1.48145372449854,1390350.38759892,21625779364.0196,0.924767391787705
"239",2087,"IPSL",844498.71112206,20390618366.0275,1.46937529304379,835052.705628003,20390618366.0275,1.38742635486134
"240",2088,"GFDL",596001.598833615,23198824658.579,2.26704392846526,426939.472934228,10764479485.114,1.00925701143336
"241",2088,"HAD",1591696.84176079,26531133089.8712,1.30758474924602,1485248.49984634,19157435126.8927,0.603947132238633
"242",2088,"IPSL",717306.804147142,28537136826.206,2.45557508474707,725729.349421028,23047282865.576,1.82956906714407
"243",2089,"GFDL",730000.776351969,15261054009.8068,1.02187179813554,493737.53078344,6177423077.6418,-0.384350919924912
"244",2089,"HAD",1636651.04540872,22627394304.9371,0.921482719797358,1511361.11442182,19493805278.4066,0.623503970937363
"245",2089,"IPSL",992570.678279125,39272319900.0198,2.73074779693308,974498.756090495,24118864162.7523,1.54868162565924
"246",2090,"GFDL",864110.950420645,5548593276.34335,-1.49036905095749,575453.961196111,3104758260.76085,-2.05931625049081
"247",2090,"HAD",1610518.14752751,19205495602.3579,0.56866887185725,1467435.87092096,17990066470.4255,0.483645711911586
"248",2090,"IPSL",1454051.03094606,43027637619.4141,2.48941668540598,1301075.8240547,21722488549.0166,1.00279160236404
"249",2091,"GFDL",739403.606919685,6619905006.83915,-0.875858979238916,520508.59975629,4027380375.44015,-1.36371188245003
"250",2091,"HAD",1469346.68930539,18857135839.6522,0.622115180898502,1364303.56658325,18857135839.6522,0.656051152487062
"251",2091,"IPSL",1873653.73704878,44379516390.4047,2.30738549129414,1482435.07125852,19050495934.1398,0.594040806889196
"252",2092,"GFDL",535554.728737518,5912980560.4666,-0.640899579699677,407482.054804449,3708230120.23385,-1.15716684958824
"253",2092,"HAD",1288728.74391276,18162989676.3125,0.681222146870586,1278622.33024086,16145761861.433,0.397367209653554
"254",2092,"IPSL",2070074.89363147,47987294112.2975,2.39395434846333,1473882.25561441,19536263861.04,0.652680221239822
"255",2093,"GFDL",434523.981125994,3850961780.7334,-1.2626352694977,329002.780479938,2444377732.2864,-1.6824343966901
"256",2093,"HAD",1222903.62949727,25658405625.5454,1.51865716881278,1227233.45081856,25658405625.5454,1.41526978913074
"257",2093,"IPSL",2197022.92335829,46964542962.7271,2.29470508712732,1388632.16327908,18833371907.0791,0.635332509745046
"258",2094,"GFDL",366770.967271935,9935962186.265,1.16196187007713,281020.469707521,9935962186.265,1.53482588094537
"259",2094,"HAD",1322570.20859226,26061664846.8915,1.46455512806599,1326867.27996797,26061664846.8915,1.36516263754098
"260",2094,"IPSL",2236422.99623218,50535215388.4385,2.4447845282977,1386464.23573057,36686058952.4452,2.03884840752608
"261",2095,"GFDL",348957.750849389,10397743261.9993,1.35205935530698,307553.134456803,7162187861.49375,0.691806370783946
"262",2095,"HAD",1541633.91291066,24465005936.6278,1.1578018768372,1546491.64491086,24465005936.6278,1.07887366010171
"263",2095,"IPSL",2296090.09965955,31162450812.4662,1.33534624519554,1601375.9161716,19892324608.0862,0.610627736576179
"264",2096,"GFDL",458110.229627108,9829614328.4285,0.757278808992525,416808.842142797,6016087031.7785,-0.175913095469363
"265",2096,"HAD",1738193.16987526,21696979077.8535,0.767993440241374,1743018.65275504,21696979077.8535,0.715151626000383
"266",2096,"IPSL",2401204.27693081,39754581703.8085,1.84733367703461,1828127.87618164,25611556493.584,1.02162506983121
"267",2097,"GFDL",594099.683528272,13126971666.5875,0.990710353285607,482338.771966233,8303821808.4775,0.273344719560136
"268",2097,"HAD",1750306.71944098,19288818028.7572,0.496597228609857,1752287.41441789,19288818028.7572,0.463027767530745
"269",2097,"IPSL",2328976.61713208,32792894350.2998,1.43856773128117,1796098.57299375,22007669125.3963,0.718304609580058
"270",2098,"GFDL",688952.136598913,26323567690.2471,2.33283495409637,512154.519885997,22263190789.7496,2.25566846243601
"271",2098,"HAD",1626825.31965037,28407293240.0247,1.439355527142,1627811.96594067,29015928171.3362,1.38900182991162
"272",2098,"IPSL",2220316.09057365,46548697162.3084,2.26589108498641,1682681.03583897,32826860978.0075,1.61776923102986
"273",2099,"GFDL",910210.031077706,60596945162.8587,3.81933284780694,697976.822150348,27313625591.2887,2.23967575855107
"274",2099,"HAD",1576861.14022894,28194626882.1884,1.45392404669826,1582044.56841493,29479620704.634,1.44919826039877
"275",2099,"IPSL",2227147.0264163,27540202928.4289,1.08237811391383,1673510.69130772,20175186879.8176,0.599270393748926
"276",2100,"GFDL",1551444.18866678,43392182112.4725,2.44065389297955,1081015.12799149,13084285610.17,0.140814612826226
"277",2100,"HAD",1754318.79532311,18646206444.5847,0.41816171920914,1778793.54674651,19057770762.3661,0.42429036155988
"278",2100,"IPSL",2160435.69721225,22035358892.7586,0.606104648282547,1729132.76436126,18435296806.9579,0.379838138785262
"279",2020,"GFDL",NA,NA,0,NA,NA,0
"280",2020,"HAD",NA,NA,0,NA,NA,0
"281",2020,"IPSL",NA,NA,0,NA,NA,0
